institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
Dine College,tribal,,AZ,Tsaile,,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,
Divine Word College,faith,,IA,Epworth,52045,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.dwci.edu
Dixie State University,regional-colleges-west,,UT,Saint George,84770,west,True,public,#25,25,False,17,,100,15798,3,,,9928,,920,,920-1130,17-24,"Public, Coed",1911,None,Semester,City,$15.8 million +,http://www.dixie.edu
Doane University,national-liberal-arts-colleges,,NE,Crete,68333,,True,private,Unranked,-2,False,19,,68,35300,3.5,,,1011,,930,,930-1110,19-25,"Private, Coed",1872,None,Semester,Rural,$112.9 million,http://www.doane.edu
Dominican College,regional-universities-north,,NY,Orangeburg,10962,north,True,private,#129-#170,-1,False,17,,77,29844,2.9,,,1450,,940,,940-1120,17-24,"Private, Coed",1952,None,Semester,Suburban,$5.5 million +,http://www.dc.edu
Dominican University,regional-universities-midwest,,IL,River Forest,60305,midwest,True,private,#11,11,True,19,83,64,34420,3.7,,,2106,2.1,950,24270.0,950-1130,19-24,"Private, Coed",1901,Roman Catholic,Semester,Suburban,$35.6 million,http://www.dom.edu/
Dominican University of California,regional-universities-west,,CA,San Rafael,94901,west,True,private,#23,23,False,20,80,87,46940,3.6,,,1355,,1035,38560.0,1035-1210,20-25,"Private, Coed",1890,None,Semester,Suburban,$36.2 million +,http://www.dominican.edu
Donnelly College,regional-colleges-midwest,,KS,Kansas City,66102,midwest,True,private,Unranked,-2,False,,,100,7260,,,,305,,,,N/A,N/A,"Private, Coed",1949,Roman Catholic,Semester,Urban,N/A,http://donnelly.edu
Dordt University,regional-colleges-midwest,,IA,Sioux Center,51250,midwest,True,private,#3,3,True,19,67,73,31770,3.6,2.7,,1426,,987,26039.0,987-1386,19-31,"Private, Coed",1955,Christian Reformed Church,Semester,Rural,N/A,http://www.dordt.edu
Drake University,national-universities,,IA,Des Moines,50311,,True,private,#130,130,True,24,60,68,42840,3.7,,,3015,2.6,1140,34235.0,1140-1360,24-30,"Private, Coed",1881,None,Semester,City,$219.5 million,//www.drake.edu
Drew University,national-liberal-arts-colleges,,NJ,Madison,07940,,True,private,#117,117,True,25,,69,40960,3.5,,,1668,,1110,,1110-1310,25-30,"Private, Coed",1867,United Methodist,Semester,Suburban,$91.6 million +,http://www.drew.edu
Drexel University,national-universities,,PA,Philadelphia,19104,,True,private,#97,97,True,25,63,77,54516,3.7,3.1,,13490,3.1,1170,41543.0,1170-1380,25-30,"Private, Coed",1891,None,Quarter,Urban,$779.8 million,http://www.drexel.edu
Drury University,regional-universities-midwest,,MO,Springfield,65802,midwest,True,private,#20,20,True,22,68,68,29515,3.8,,,1489,2.1,1060,24375.0,1060-1230,22-29,"Private, Coed",1873, Christian Church (Disciples of Christ),Semester,City,$97.5 million +,http://www.drury.edu
Duke University,national-universities,,NC,Durham,27708,,True,private,#10,10,True,33,44,9,58198,,3.8,,6682,,1450,22816.0,1450-1570,33-35,"Private, Coed",1838,None,Semester,Suburban,$8.5 billion +,http://www.duke.edu/
Dunwoody College of Technology,regional-colleges-midwest,,MN,Minneapolis,55403,midwest,True,private,#24,24,True,,,62,23119,2.7,,,1305,,,,N/A,N/A,"Private, Coed",1914,None,Semester,Urban,$22.6 million +,http://www.dunwoody.edu
Duquesne University,national-universities,,PA,Pittsburgh,15282,,True,private,#132,132,True,24,66,72,39992,3.8,,,6013,2.7,1140,30745.0,1140-1280,24-29,"Private, Coed",1878,Roman Catholic,Semester,Urban,$370.4 million,http://www.duq.edu
D'Youville College,national-universities,DYouville College,NY,Buffalo,14201,,True,private,#254,254,True,14,,100,27940,3.7,,,1699,,1030,,1030-1200,14-23,"Private, Coed",1908,None,Semester,Urban,$51.5 million +,http://www.dyc.edu
Earlham College,national-liberal-arts-colleges,,IN,Richmond,47374,,True,private,#80,80,True,26,87,65,47380,3.7,,,1050,,1160,26673.0,1160-1380,26-31,"Private, Coed",1847,Friends,Semester,City,$429.2 million +,http://www.earlham.edu/admissions
East Carolina University,national-universities,ECU,NC,Greenville,27858,,True,public,#228,228,True,19,,82,23516,3.3,2.7,,23071,2.4,1030,,1030-1180,19-24,"Public, Coed",1907,None,Semester,City,$200.8 million,http://www.ecu.edu
East Central University,regional-universities-west,,OK,Ada,74820,west,True,public,#87-#113,-1,False,18,,83,16020,3.4,,,2965,,910,,910-1130,18-23,"Public, Coed",1909,None,Semester,Rural,$24.2 million,//www.ecok.edu
Eastern Connecticut State University,regional-universities-north,,CT,Willimantic,06226,north,True,public,#80,80,True,19,3,66,23648,3.3,,,5011,,1010,33397.0,1010-1190,19-27,"Public, Coed",1889,None,Semester,Suburban,$15.8 million +,http://www.easternct.edu
Eastern Florida State College,regional-colleges-south,,FL,Cocoa,32922,south,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Public, Coed",1960,None,Semester,Suburban,N/A,//www.easternflorida.edu
Eastern Illinois University,regional-universities-midwest,,IL,Charleston,61920,midwest,True,public,#40,40,True,18,22,55,14269,3.2,,,6012,2.1,920,20932.0,920-1110,18-22,"Public, Coed",1895,None,Semester,City,$56.5 million +,http://www.eiu.edu
Eastern Kentucky University,regional-universities-south,,KY,Richmond,40475,south,True,public,#54,54,True,20,31,87,19638,3.4,,,13399,2.1,1020,28039.0,1020-1190,20-26,"Public, Coed",1906,None,Semester,Rural,$69.3 million +,http://www.eku.edu
Eastern Mennonite University,regional-universities-south,,VA,Harrisonburg,22802,south,True,private,#31,31,True,21,72,59,38230,3.6,,,1040,,1000,31329.0,1000-1230,21-31,"Private, Coed",1917,Mennonite Church,Semester,Suburban,$31.8 million +,http://www.emu.edu
Eastern Michigan University,national-universities,EMU,MI,Ypsilanti,48197,,True,public,#293-#381,-1,False,19,,76,12940,3.3,,,15730,2.3,970,,970-1200,19-26,"Public, Coed",1849,None,Semester,City,N/A,http://www.emich.edu/
Eastern Nazarene College,regional-colleges-north,,MA,Quincy,02170,north,True,private,#29,29,True,17,,64,26568,,,,660,,920,,920-1190,17-23,"Private, Coed",1918,Church of the Nazarene,Semester,Suburban,$19.5 million +,http://www.enc.edu
Eastern New Mexico University,regional-universities-west,,NM,Portales,88130,west,True,public,#87-#113,-1,False,17,,60,8448,3.3,,,4706,,860,,860-1070,17-22,"Public, Coed",1934,None,Semester,Rural,$12.9 million +,http://www.enmu.edu
Eastern Oregon University,regional-universities-west,,OR,La Grande,97850,west,True,public,#77,77,True,18,,98,21729,3.3,,,2744,,940,,940-1133,18-23,"Public, Coed",1929,None,Quarter,Rural,$11.3 million +,http://www.eou.edu
Eastern University,regional-universities-north,,PA,St. Davids,19087,north,True,private,#63,63,True,17,72,68,33854,3.5,,,1885,,1030,40438.0,1030-1190,17-25,"Private, Coed",1952, American Baptist,Semester,Suburban,$30.7 million,http://www.eastern.edu
Eastern Washington University,regional-universities-west,,WA,Cheney,99004,west,True,public,#62,62,True,17,,63,24958,3.2,2.3,,11410,2.2,870,,870-1080,17-23,"Public, Coed",1882,None,Quarter,Rural,$32.0 million +,http://www.ewu.edu
East Georgia State College,regional-colleges-south,,GA,Swainsboro,30401,south,True,public,#65-#84,-1,False,,,,,,,,,,,,N/A,N/A,"Public, Coed",1973,None,Semester,Rural,N/A,//www.ega.edu/admissions
East Stroudsburg University of Pennsylvania,regional-universities-north,,PA,East Stroudsburg,18301,north,True,public,#129-#170,-1,False,19,,72,24318,3.2,,,5713,,910,,910-1120,19-24,"Public, Coed",1893,None,Semester,Suburban,$22.2 million +,https://www.esu.edu/admissions/index.cfm
East Tennessee State University,national-universities,ETSU,TN,Johnson City,37614,,True,public,#293-#381,-1,False,19,,85,,,,,,2.2,970,,970-1190,19-26,"Public, Coed",1911,None,Semester,City,$122.9 million,http://www.etsu.edu
East Texas Baptist University,regional-colleges-west,,TX,Marshall,75670,west,True,private,#19,19,False,18,,54,27210,3.4,,,1485,,970,,970-1110,18-23,"Private, Coed",1912, Baptist,Semester,City,$73.2 million +,https://www.etbu.edu
East-West University,national-liberal-arts-colleges,East West University,IL,Chicago,60605,,True,private,#164-#215,-1,False,15,,41,,,,,,,,,N/A,15-19,"Private, Coed",1980,None,Quarter,N/A,N/A,http://www.eastwest.edu
Eckerd College,national-liberal-arts-colleges,,FL,St. Petersburg,33711,,True,private,#140,140,True,23,,68,46096,3.5,,,1999,,1080,,1080-1280,23-28,"Private, Coed",1958,None,4-1-4,N/A,$58.3 million +,http://www.eckerd.edu
ECPI University,regional-universities-south,,VA,Virginia Beach,23462,south,True,proprietary,#96-#122,-1,False,,,72,15811,,,,12704,,,,N/A,N/A,"Proprietary, Coed",1966,None,Semester,Urban,N/A,http://www.ecpi.edu/
Edgewood College,national-universities,,WI,Madison,53711,,True,private,#202,202,True,20,,73,30600,3.4,,,1488,,970,,970-1220,20-25,"Private, Coed",1927,Roman Catholic,Semester,City,$57.0 million +,http://www.edgewood.edu
Edinboro University of Pennsylvania,regional-universities-north,,PA,Edinboro,16444,north,True,public,#129-#170,-1,False,17,,80,14401,3.5,,,3572,,960,,960-1140,17-23,"Public, Coed",1857,None,Semester,Rural,$28.0 million +,http://www.edinboro.edu
Edmonds Community College,regional-colleges-west,,WA,Lynnwood,98036,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.wvc.edu
EDP University of Puerto Rico Inc--San Juan,regional-universities-south,,PR,San Juan,00919,south,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1844,Undenominational,Semester,Rural,$668.5 million,http://www.hillsdale.edu
Edward Waters College,regional-colleges-south,,FL,Jacksonville,32209,south,True,private,#65-#84,-1,False,15,,60,,,,,,,790,,790-970,15-18,Private,N/A,None,N/A,N/A,N/A,http://www.ewc.edu
Elizabeth City State University,regional-colleges-south,,NC,Elizabeth City,27909,south,True,public,#26,26,True,16,,59,7980,3.2,,,1637,,860,,860-990,16-20,"Public, Coed",1891,None,Semester,Rural,$11.7 million +,http://www.ecsu.edu
Elizabethtown College,national-liberal-arts-colleges,,PA,Elizabethtown,17022,,True,private,#105,105,True,21,77,76,32000,,2.3,,1633,,1070,29934.0,1070-1290,21-28,"Private, Coed",1899,Church of Brethren,Semester,Suburban,$80.7 million +,http://www.etown.edu
Elmhurst College,regional-universities-midwest,,IL,Elmhurst,60126,midwest,True,private,#24,24,False,20,79,67,37754,3.5,,,2848,,993,28392.0,993-1190,20-26,"Private, Coed",1871,United Church of Christ,4-1-4,Suburban,$109.1 million,http://www.elmhurst.edu
Elmira College,regional-colleges-north,,NY,Elmira,14901,north,True,private,#6,6,False,22,86,84,35400,3.3,,,819,,1070,26012.0,1070-1210,22-26,"Private, Coed",1855,None,4-4-1,City,$41.1 million +,http://www.elmira.edu
Elon University,national-universities,,NC,Elon,27244,,True,private,#84,84,True,25,30,72,36571,4,,,6196,2.9,1150,35129.0,1150-1330,25-30,"Private, Coed",1889,None,4-1-4,Suburban,$256.0 million,http://www.elon.edu
Embry-Riddle Aeronautical University,regional-universities-south,Embry Riddle Aeronautical University,FL,Daytona Beach,32114,south,True,private,#11,11,True,22,45,65,36868,3.7,2.7,,5984,,1110,38371.0,1110-1320,22-29,"Private, Coed",1926,None,Semester,City,$90.4 million,http://www.embryriddle.edu
Embry-Riddle Aeronautical University--Prescott,unranked,Embry-Riddle Aeronautical University Prescott,AZ,Prescott,86301,,True,private,Unranked,-2,False,23,,67,36708,3.7,3.5,,2726,,1140,,1140-1355,23-30,"Private, Coed",1926,None,Semester,Rural,$40.6 million,https://prescott.erau.edu/index.html
Emerson College,regional-universities-north,,MA,Boston,02116,north,True,private,#8,8,True,26,49,36,48728,3.7,,,3855,,1200,48693.0,1200-1390,26-31,"Private, Coed",1880,None,Semester,Urban,$171.6 million +,//www.emerson.edu
Emmanuel College,regional-colleges-south,,GA,Franklin Springs,30639,south,True,private,#39,39,True,18,76,42,20712,,,,920,,930,19096.0,930-1150,18-22,"Private, Coed",1919,Pentecostal Holiness Church,Semester,Rural,$1.5 million,http://www.ec.edu
Emmanuel College,national-liberal-arts-colleges,,MA,Boston,02115,,True,private,#164-#215,-1,False,24,,77,41448,3.7,,,2089,,1100,,1100-1280,24-27,"Private, Coed",1919,Roman Catholic,Semester,Urban,$137.3 million +,http://www.emmanuel.edu
Emmaus Bible College,faith,,IA,Dubuque,52001,,True,private,Unranked,-2,False,19,,58,18400,,,,,,1020,,1020-1210,19-27,"Private, Coed",1941,Undenominational,Semester,City,N/A,//www.emmaus.edu
Emory and Henry College,national-liberal-arts-colleges,,VA,Emory,24327,,True,private,#148,148,True,18,,69,35100,3.6,,,979,,980,,980-1160,18-24,"Private, Coed",1836,United Methodist,Semester,Rural,$89.6 million +,http://www.ehc.edu
Emory University,national-universities,,GA,Atlanta,30322,,True,private,#21,21,False,31,45,19,53804,3.8,,,7086,4.0,1350,27869.0,1350-1520,31-34,"Private, Coed",1836,United Methodist,Semester,City,$8.0 billion,http://www.emory.edu
Emporia State University,regional-universities-midwest,,KS,Emporia,66801,midwest,True,public,#95,95,True,19,,85,20715,3.4,,,3569,2.0,,,N/A,19-25,"Public, Coed",1863,None,Semester,Rural,$77.1 million +,http://www.emporia.edu
Endicott College,regional-universities-north,,MA,Beverly,01915,north,True,private,#23,23,True,22,62,80,34154,3.4,,,3385,,1070,34805.0,1070-1240,22-26,"Private, Coed",1939,None,4-1-4,Suburban,$88.7 million +,http://www.endicott.edu
Erskine College,regional-colleges-south,,SC,Due West,29639,south,True,private,#6,6,False,18,99,58,36150,3.5,,,574,,930,46100.0,930-1140,18-23,"Private, Coed",1839,Presbyterian,Semester,Rural,$39.9 million,http://www.erskine.edu
Escuela de Artes Plasticas de Puerto Rico,specialty-arts,,PR,San Juan,00902,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.eap.edu
Eureka College,regional-colleges-midwest,,IL,Eureka,61530,midwest,True,private,#35,35,False,17,72,57,26890,3.2,,,567,,950,23160.0,950-1170,17-25,"Private, Coed",1855, Christian Church (Disciples of Christ),Semester,Rural,$22.7 million,http://www.eureka.edu
